t_ms,phi_deg,ank_deg,alpha_deg,del_cmd_deg,del_now_deg
140745,0.044,6.460,6.504,20,19.424
140755,0.000,6.438,6.438,20,19.424
140765,0.044,6.482,6.526,20,19.424
140775,-0.022,6.790,6.768,20,19.424
140785,-0.022,6.416,6.394,20,19.424
140795,0.000,6.746,6.746,20,19.424
140805,0.022,6.482,6.504,20,19.424
140815,0.022,6.526,6.548,20,19.424
140825,0.022,6.372,6.394,20,19.424
140835,-0.022,6.724,6.702,20,19.424
140845,0.022,6.262,6.284,20,19.424
140855,0.044,6.702,6.746,20,19.424
140865,0.044,6.702,6.746,20,19.424
140875,0.044,6.921,6.965,20,19.424
140885,0.088,6.548,6.636,20,19.424
140895,0.000,7.053,7.053,20,19.424
140905,0.110,7.053,7.163,20,19.424
140915,0.066,6.943,7.009,20,19.424
140925,0.066,6.438,6.504,20,19.424
140935,0.066,6.460,6.526,20,19.424
140945,0.044,6.174,6.218,20,19.424
140955,0.066,6.680,6.746,20,19.424
140965,0.044,6.790,6.833,20,19.424
140975,0.044,6.812,6.855,20,19.424
140985,0.044,6.877,6.921,20,19.424
140995,-0.022,6.812,6.790,20,19.424
141005,0.044,6.482,6.526,20,19.424
141015,0.088,6.680,6.768,20,19.424
141025,0.044,7.053,7.097,20,19.424
141035,0.066,6.658,6.724,20,19.424
141045,0.088,7.229,7.317,20,19.424
141055,0.022,6.943,6.965,20,19.424
141065,0.044,6.504,6.548,20,19.424
141075,0.044,6.504,6.548,20,19.424
141085,0.066,6.680,6.746,20,19.424
141095,0.110,6.394,6.504,20,19.424
141105,0.088,6.636,6.724,20,19.424
141115,0.110,6.108,6.218,20,19.424
141125,0.088,6.614,6.702,20,19.424
141135,0.000,6.372,6.372,20,19.424
141145,0.088,6.658,6.746,20,19.424
141155,0.132,6.746,6.877,20,19.424
141165,0.132,6.724,6.855,20,19.424
141175,0.088,6.592,6.680,20,19.424
141185,0.088,6.987,7.075,20,19.424
141195,0.110,6.482,6.592,20,19.424
141205,0.176,6.240,6.416,20,19.424
141215,0.066,6.746,6.812,20,19.424
141225,0.088,6.306,6.394,20,19.424
141235,0.088,6.394,6.482,20,19.424
141245,0.154,6.746,6.899,20,19.424
141255,0.044,6.724,6.768,20,19.424
141265,0.066,6.702,6.768,20,19.424
141275,0.000,7.185,7.185,20,19.424
141285,0.088,6.328,6.416,20,19.424
141295,0.088,6.592,6.680,20,19.424
141305,0.154,6.548,6.702,20,19.424
141315,0.044,6.702,6.746,20,19.424
141325,0.044,6.306,6.350,20,19.424
141335,0.088,6.921,7.009,20,19.424
141345,0.154,6.592,6.746,20,19.424
141355,0.088,6.548,6.636,20,19.424
141365,0.154,6.592,6.746,20,19.424
141375,0.132,6.680,6.812,20,19.424
141385,0.088,6.570,6.658,20,19.424
141395,0.088,6.943,7.031,20,19.424
141405,0.110,6.965,7.075,20,19.424
141415,0.110,6.724,6.833,20,19.424
141425,0.110,6.790,6.899,20,19.424
141435,0.110,6.943,7.053,20,19.424
141445,0.154,6.482,6.636,20,19.424
141455,0.110,6.987,7.097,20,19.424
141465,0.044,6.680,6.724,20,19.424
141475,0.044,6.328,6.372,20,19.424
141485,0.022,6.262,6.284,20,19.424
141495,0.022,6.680,6.702,20,19.424
141505,0.088,6.636,6.724,20,19.424
141515,0.066,6.768,6.833,20,19.424
141525,0.022,6.570,6.592,20,19.424
141535,0.066,6.746,6.812,20,19.424
141545,0.044,6.614,6.658,20,19.424
141555,0.088,6.548,6.636,20,19.424
141565,0.044,6.570,6.614,20,19.424
141575,0.066,6.262,6.328,20,19.424
141585,0.088,6.702,6.790,20,19.424
141595,0.066,6.460,6.526,20,19.424
141605,0.044,6.438,6.482,20,19.424
141615,0.022,6.504,6.526,20,19.424
141625,0.088,6.987,7.075,20,19.424
141635,0.000,6.877,6.877,20,19.424
141645,0.022,6.877,6.899,20,19.424
141655,0.088,6.658,6.746,20,19.424
141665,0.066,6.702,6.768,20,19.424
141675,0.066,6.768,6.833,20,19.424
141685,0.022,6.570,6.592,20,19.424
141695,0.022,6.504,6.526,20,19.424
141705,0.044,6.482,6.526,20,19.424
141715,0.066,6.746,6.812,20,19.424
141725,0.044,6.438,6.482,20,19.424
141735,0.110,6.482,6.592,20,19.424
141745,0.000,6.350,6.350,20,19.424
141755,0.066,6.680,6.746,20,19.424
141765,0.044,6.636,6.680,20,19.424
141775,-0.022,7.075,7.053,20,19.424
141785,0.044,6.680,6.724,20,19.424
141795,0.000,6.570,6.570,20,19.424
141805,0.044,6.768,6.812,20,19.424
141815,0.000,6.746,6.746,20,19.424
141825,-0.044,6.658,6.614,20,19.424
141835,0.044,6.108,6.152,20,19.424
141845,0.044,6.921,6.965,20,19.424
141855,0.000,7.053,7.053,20,19.424
141865,0.022,6.877,6.899,20,19.424
141875,0.022,6.790,6.812,20,19.424
141885,0.000,6.614,6.614,20,19.424
141895,0.022,6.877,6.899,20,19.424
141905,0.000,6.943,6.943,20,19.424
141915,-0.044,6.526,6.482,20,19.424
141925,0.000,6.636,6.636,20,19.424
141935,0.088,6.833,6.921,20,19.424
141945,-0.022,6.614,6.592,20,19.424
141955,0.044,6.504,6.548,20,19.424
141965,-0.044,6.790,6.746,20,19.424
141975,-0.088,6.855,6.768,20,19.424
141985,0.044,6.812,6.855,20,19.424
141995,-0.022,6.592,6.570,20,19.424
142005,0.000,6.438,6.438,20,19.424
142015,-0.066,6.833,6.768,20,19.424
142025,-0.044,6.592,6.548,20,19.424
142035,-0.044,6.768,6.724,20,19.424
142045,-0.044,6.680,6.636,20,19.424
142055,0.000,6.636,6.636,20,19.424
142065,0.000,6.746,6.746,20,19.424
142075,-0.044,6.746,6.702,20,19.424
142085,-0.066,6.658,6.592,20,19.424
142095,0.022,6.460,6.482,20,19.424
142105,-0.022,6.504,6.482,20,19.424
142115,-0.022,6.746,6.724,20,19.424
142125,-0.066,6.438,6.372,20,19.424
142135,-0.110,6.526,6.416,20,19.424
142145,0.000,6.768,6.768,20,19.424
142155,0.000,6.592,6.592,20,19.424
142165,-0.044,6.855,6.812,20,19.424
142175,-0.022,6.394,6.372,20,19.424
142185,-0.066,6.592,6.526,20,19.424
142195,-0.066,6.768,6.702,20,19.424
142205,-0.022,6.548,6.526,20,19.424
142215,-0.044,6.746,6.702,20,19.424
142225,-0.044,6.592,6.548,20,19.424
142235,0.022,6.877,6.899,20,19.424
142245,0.000,6.482,6.482,20,19.424
142255,0.000,6.240,6.240,20,19.424
142265,-0.022,6.614,6.592,20,19.424
142275,0.022,6.658,6.680,20,19.424
142285,-0.066,7.207,7.141,20,19.424
142295,-0.044,6.768,6.724,20,19.424
142305,-0.022,6.504,6.482,20,19.424
142315,0.000,6.768,6.768,20,19.424
142325,-0.022,6.833,6.812,20,19.424
142335,-0.066,6.526,6.460,20,19.424
142345,-0.088,6.768,6.680,20,19.424
142355,-0.022,6.526,6.504,20,19.424
142365,-0.066,6.460,6.394,20,19.424
142375,-0.066,6.768,6.702,20,19.424
142385,-0.044,6.987,6.943,20,19.424
142395,-0.022,6.394,6.372,20,19.424
142405,-0.044,6.899,6.855,20,19.424
142415,-0.022,6.504,6.482,20,19.424
142425,-0.066,6.636,6.570,20,19.424
142435,0.044,6.812,6.855,20,19.424
142445,0.000,6.328,6.328,20,19.424
142455,0.000,6.504,6.504,20,19.424
142465,0.000,6.724,6.724,20,19.424
142475,-0.044,6.768,6.724,20,19.424
142485,0.022,6.636,6.658,20,19.424
142495,0.022,6.438,6.460,20,19.424
142505,-0.066,6.636,6.570,20,19.424
142515,-0.022,6.790,6.768,20,19.424
142525,-0.044,6.812,6.768,20,19.424
142535,-0.022,6.482,6.460,20,19.424
142545,0.000,6.965,6.965,20,19.424
142555,-0.044,6.833,6.790,20,19.424
142565,-0.044,6.306,6.262,20,19.424
142575,-0.022,6.812,6.790,20,19.424
142585,-0.022,6.416,6.394,20,19.424
142595,-0.022,6.526,6.504,20,19.424
142605,0.044,6.943,6.987,20,19.424
142615,0.044,6.504,6.548,20,19.424
142625,-0.022,6.680,6.658,20,19.424
142635,0.022,6.482,6.504,20,19.424
142645,0.022,6.394,6.416,20,19.424
142655,0.022,6.350,6.372,20,19.424
142665,0.044,6.702,6.746,20,19.424
142675,-0.022,6.548,6.526,20,19.424
142685,0.022,6.130,6.152,20,19.424
142695,-0.044,6.526,6.482,20,19.424
142705,-0.022,6.790,6.768,20,19.424
142715,0.066,6.702,6.768,20,19.424
142725,0.022,7.097,7.119,20,19.424
142735,0.022,6.350,6.372,20,19.424
142745,0.044,6.680,6.724,20,19.424
142755,-0.022,6.262,6.240,20,19.424
142765,0.044,6.350,6.394,20,19.424
142775,0.066,6.416,6.482,20,19.424
145218,-0.066,2.615,2.549,10,9.668
145228,-0.044,2.527,2.483,10,9.668
145238,-0.066,2.285,2.219,10,9.668
145248,-0.110,2.417,2.307,10,9.668
145258,-0.088,2.659,2.571,10,9.668
145268,-0.088,2.681,2.593,10,9.668
145278,-0.044,2.747,2.703,10,9.668
145288,-0.110,2.329,2.219,10,9.668
145298,-0.022,2.725,2.703,10,9.668
145308,-0.088,2.000,1.912,10,9.668
145318,-0.044,2.527,2.483,10,9.668
145328,-0.022,2.571,2.549,10,9.580
145338,-0.066,2.285,2.219,10,9.668
145348,-0.066,2.527,2.461,10,9.668
145358,-0.044,2.461,2.417,10,9.668
145368,-0.088,2.373,2.285,10,9.668
145378,-0.110,2.725,2.615,10,9.668
145388,-0.022,2.065,2.043,10,9.668
145398,-0.088,2.395,2.307,10,9.668
145408,-0.044,2.241,2.197,10,9.668
145418,0.000,2.219,2.219,10,9.668
145428,0.000,2.483,2.483,10,9.668
145438,-0.022,2.219,2.197,10,9.668
145448,0.022,1.736,1.758,10,9.668
145458,0.000,2.615,2.615,10,9.668
145468,-0.022,2.307,2.285,10,9.668
145478,0.022,2.900,2.922,10,9.668
145488,0.022,2.483,2.505,10,9.668
145498,0.066,2.373,2.439,10,9.668
145508,0.000,2.637,2.637,10,9.580
145518,0.000,2.329,2.329,10,9.668
145528,-0.022,2.527,2.505,10,9.668
145538,0.022,2.944,2.966,10,9.668
145548,0.110,2.461,2.571,10,9.668
145558,0.044,2.505,2.549,10,9.580
145568,0.110,2.439,2.549,10,9.668
145578,0.110,2.922,3.032,10,9.668
145588,0.088,2.549,2.637,10,9.668
145598,0.088,2.637,2.725,10,9.668
145608,0.132,2.307,2.439,10,9.668
145618,0.088,2.549,2.637,10,9.668
145628,0.044,2.483,2.527,10,9.668
145638,0.132,2.483,2.615,10,9.580
145648,0.044,2.571,2.615,10,9.668
145658,0.044,2.856,2.900,10,9.580
145668,0.066,2.878,2.944,10,9.668
145678,0.088,2.527,2.615,10,9.668
145688,0.066,2.659,2.725,10,9.668
145698,0.088,2.417,2.505,10,9.668
145708,0.066,2.483,2.549,10,9.668
145718,0.044,2.615,2.659,10,9.668
145728,0.066,2.681,2.747,10,9.580
145738,-0.044,2.615,2.571,10,9.668
145748,0.000,2.703,2.703,10,9.580
145758,0.000,2.813,2.813,10,9.668
145768,-0.044,2.527,2.483,10,9.580
145778,0.000,2.615,2.615,10,9.668
145788,0.000,2.549,2.549,10,9.668
145798,-0.022,2.439,2.417,10,9.668
145808,0.066,2.241,2.307,10,9.668
145818,0.000,2.131,2.131,10,9.668
145828,0.022,2.219,2.241,10,9.668
145838,0.022,2.241,2.263,10,9.668
145848,0.022,2.285,2.307,10,9.668
145858,0.000,2.791,2.791,10,9.668
145868,-0.022,2.439,2.417,10,9.668
145878,0.022,2.922,2.944,10,9.580
145888,-0.022,2.373,2.351,10,9.668
145898,0.066,2.395,2.461,10,9.668
145908,-0.044,1.758,1.714,10,9.668
145918,0.000,2.461,2.461,10,9.580
145928,0.066,2.395,2.461,10,9.668
145938,0.088,2.944,3.032,10,9.668
145948,0.022,2.593,2.615,10,9.668
145958,0.022,2.703,2.725,10,9.668
145968,0.022,2.834,2.856,10,9.668
145978,0.132,2.285,2.417,10,9.668
145988,0.088,2.263,2.351,10,9.668
145998,0.176,2.285,2.461,10,9.668
146008,0.088,2.241,2.329,10,9.668
146018,0.066,2.593,2.659,10,9.668
146028,0.066,2.703,2.769,10,9.668
146038,0.110,2.637,2.747,10,9.580
146048,0.132,2.637,2.769,10,9.668
146058,0.088,2.527,2.615,10,9.668
146068,0.088,2.505,2.593,10,9.668
146078,0.154,2.593,2.747,10,9.580
146088,0.044,2.505,2.549,10,9.668
146098,0.066,2.505,2.571,10,9.668
146108,0.066,3.142,3.208,10,9.668
146118,0.066,2.549,2.615,10,9.668
146128,0.110,2.285,2.395,10,9.580
146138,0.066,2.527,2.593,10,9.668
146148,0.044,2.900,2.944,10,9.668
146158,0.066,2.856,2.922,10,9.668
146168,0.044,2.747,2.791,10,9.668
146178,0.044,2.483,2.527,10,9.668
146188,0.110,2.571,2.681,10,9.668
146198,0.000,2.395,2.395,10,9.668
146208,0.022,2.219,2.241,10,9.668
146218,-0.088,2.505,2.417,10,9.668
146228,-0.044,2.747,2.703,10,9.668
146238,0.000,2.307,2.307,10,9.668
146248,-0.044,2.065,2.021,10,9.668
146258,-0.022,2.527,2.505,10,9.668
146268,-0.044,2.703,2.659,10,9.668
146278,0.000,2.681,2.681,10,9.668
146288,-0.066,2.615,2.549,10,9.668
146298,-0.044,2.900,2.856,10,9.668
146308,0.000,2.351,2.351,10,9.668
146318,-0.044,2.571,2.527,10,9.668
146328,-0.022,2.725,2.703,10,9.668
146338,-0.044,2.483,2.439,10,9.668
146348,-0.044,2.944,2.900,10,9.668
146358,0.022,2.505,2.527,10,9.668
146368,-0.022,2.747,2.725,10,9.668
146378,-0.066,2.769,2.703,10,9.668
146388,-0.044,2.373,2.329,10,9.580
146398,-0.022,2.219,2.197,10,9.580
146408,-0.022,2.637,2.615,10,9.668
146418,-0.022,2.615,2.593,10,9.668
146428,-0.066,2.615,2.549,10,9.668
146438,0.022,2.461,2.483,10,9.668
146448,0.000,2.351,2.351,10,9.668
146458,-0.044,2.483,2.439,10,9.668
146468,-0.066,2.549,2.483,10,9.668
146478,0.022,2.571,2.593,10,9.580
146488,-0.022,2.571,2.549,10,9.668
146498,0.022,2.747,2.769,10,9.668
146508,-0.066,2.681,2.615,10,9.580
146518,-0.066,2.593,2.527,10,9.668
146528,0.044,2.065,2.109,10,9.668
146538,0.000,2.417,2.417,10,9.668
146548,0.022,2.615,2.637,10,9.668
146558,0.000,2.417,2.417,10,9.668
146568,-0.022,2.593,2.571,10,9.668
146578,-0.044,2.439,2.395,10,9.668
146588,0.000,2.593,2.593,10,9.668
146598,-0.066,2.659,2.593,10,9.668
146608,-0.022,2.395,2.373,10,9.668
146618,0.022,2.439,2.461,10,9.668
146628,-0.066,2.461,2.395,10,9.668
146638,-0.044,2.659,2.615,10,9.668
146648,-0.088,2.944,2.856,10,9.668
146658,-0.066,2.439,2.373,10,9.668
146668,-0.044,2.725,2.681,10,9.668
146678,-0.110,2.615,2.505,10,9.668
146688,0.000,2.109,2.109,10,9.668
146698,-0.066,2.175,2.109,10,9.668
146708,-0.088,2.109,2.021,10,9.668
146718,-0.066,2.856,2.791,10,9.668
146728,-0.066,2.263,2.197,10,9.668
146738,-0.088,2.043,1.956,10,9.668
146748,-0.044,2.307,2.263,10,9.668
146758,-0.110,2.571,2.461,10,9.668
146768,-0.110,2.681,2.571,10,9.580
146778,-0.088,2.527,2.439,10,9.668
146788,-0.088,2.483,2.395,10,9.580
146798,-0.088,2.527,2.439,10,9.668
146808,-0.066,2.461,2.395,10,9.668
146818,-0.088,2.417,2.329,10,9.668
146828,-0.066,2.373,2.307,10,9.668
146838,-0.110,2.659,2.549,10,9.668
146848,-0.088,2.527,2.439,10,9.668
146858,-0.044,2.725,2.681,10,9.668
146868,-0.088,2.549,2.461,10,9.668
146878,-0.110,2.483,2.373,10,9.668
146888,-0.066,2.725,2.659,10,9.580
146898,0.000,2.769,2.769,10,9.668
146908,-0.022,2.461,2.439,10,9.668
146918,-0.066,2.351,2.285,10,9.580
146928,0.022,2.769,2.791,10,9.668
146938,-0.110,2.505,2.395,10,9.668
146948,-0.110,2.900,2.791,10,9.668
146958,0.000,2.878,2.878,10,9.580
146968,-0.066,2.439,2.373,10,9.580
146978,-0.044,2.615,2.571,10,9.668
146988,0.022,2.417,2.439,10,9.580
146998,0.022,2.461,2.483,10,9.580
147008,0.000,2.351,2.351,10,9.668
147018,-0.044,2.461,2.417,10,9.668
147028,0.000,2.043,2.043,10,9.580
147038,-0.044,2.637,2.593,10,9.668
147048,-0.044,2.725,2.681,10,9.580
147058,-0.044,2.637,2.593,10,9.668
147068,-0.022,2.241,2.219,10,9.668
147078,0.044,2.747,2.791,10,9.668
147088,-0.022,2.659,2.637,10,9.580
147098,-0.088,2.285,2.197,10,9.668
147108,-0.022,2.571,2.549,10,9.580
147118,-0.022,2.285,2.263,10,9.668
147128,0.022,2.263,2.285,10,9.668
147138,-0.044,2.637,2.593,10,9.580
147148,-0.066,2.527,2.461,10,9.580
147158,-0.088,2.483,2.395,10,9.668
147168,-0.088,2.197,2.109,10,9.668
147178,-0.022,2.439,2.417,10,9.668
147188,0.022,2.549,2.571,10,9.580
147198,-0.044,2.351,2.307,10,9.668
147208,-0.088,2.747,2.659,10,9.668
147218,-0.044,2.373,2.329,10,9.668
147228,-0.022,2.131,2.109,10,9.668
147238,-0.044,2.725,2.681,10,9.668
147248,0.000,2.856,2.856,10,9.668
147258,-0.022,2.461,2.439,10,9.668
147268,-0.066,2.769,2.703,10,9.668
147278,-0.044,2.900,2.856,10,9.668
147288,-0.022,2.505,2.483,10,9.668
147298,-0.044,2.615,2.571,10,9.580
147308,0.022,2.153,2.175,10,9.668
147318,-0.022,2.527,2.505,10,9.668
147328,-0.022,2.505,2.483,10,9.668
147338,-0.022,2.417,2.395,10,9.580
147348,0.000,2.285,2.285,10,9.580
147358,-0.022,2.549,2.527,10,9.668
147368,0.000,2.725,2.725,10,9.668
147378,-0.044,2.175,2.131,10,9.580
147388,-0.044,2.527,2.483,10,9.668
147398,0.000,2.197,2.197,10,9.668
147408,0.022,2.505,2.527,10,9.668
147418,0.000,2.637,2.637,10,9.668
147428,-0.022,2.461,2.439,10,9.580
147438,0.044,2.944,2.988,10,9.668
147448,-0.022,2.263,2.241,10,9.668
147458,0.000,2.571,2.571,10,9.580
147468,0.000,2.637,2.637,10,9.668
147478,0.022,2.461,2.483,10,9.668
147488,0.044,2.791,2.834,10,9.580
147498,0.044,2.856,2.900,10,9.668
147508,0.044,2.351,2.395,10,9.580
147518,0.066,2.615,2.681,10,9.668
147528,0.066,2.725,2.791,10,9.668
147538,-0.022,2.263,2.241,10,9.668
147548,0.022,2.769,2.791,10,9.668
147558,0.044,2.175,2.219,10,9.668
147568,0.066,2.483,2.549,10,9.668
147578,0.066,2.725,2.791,10,9.580
147588,0.022,2.197,2.219,10,9.580
147598,0.066,2.373,2.439,10,9.668
147608,0.022,2.131,2.153,10,9.668
147618,0.000,2.285,2.285,10,9.668
147628,0.044,2.307,2.351,10,9.668
147638,0.000,2.505,2.505,10,9.580
147648,0.066,2.219,2.285,10,9.668
147658,0.066,2.769,2.834,10,9.668
147668,0.088,2.263,2.351,10,9.668
147678,0.088,2.285,2.373,10,9.580
147688,0.066,2.439,2.505,10,9.668
147698,0.088,2.637,2.725,10,9.668
147708,-0.022,2.659,2.637,10,9.580
147718,0.022,2.593,2.615,10,9.668
147728,0.066,2.417,2.483,10,9.668
147738,0.022,2.219,2.241,10,9.668
147748,0.022,2.329,2.351,10,9.668
147758,0.066,2.307,2.373,10,9.668
147768,0.066,2.659,2.725,10,9.668
147778,0.000,2.944,2.944,10,9.668
147788,0.044,2.307,2.351,10,9.668
147798,0.022,2.329,2.351,10,9.580
147808,0.000,2.395,2.395,10,9.668
147818,0.022,2.439,2.461,10,9.668
147828,0.022,2.087,2.109,10,9.668
147838,0.022,2.285,2.307,10,9.668
147848,0.000,2.439,2.439,10,9.668
147858,0.044,2.549,2.593,10,9.668
147868,0.000,2.175,2.175,10,9.668
147878,0.066,2.483,2.549,10,9.668
147888,0.022,2.505,2.527,10,9.668
147898,0.066,2.703,2.769,10,9.668
147908,0.000,2.483,2.483,10,9.580
147918,0.022,2.527,2.549,10,9.668
147928,0.110,2.681,2.791,10,9.668
147938,0.044,2.681,2.725,10,9.580
147948,0.000,2.241,2.241,10,9.668
147958,-0.022,2.769,2.747,10,9.668
147968,0.022,2.000,2.021,10,9.668
147978,0.066,2.285,2.351,10,9.668
147988,-0.022,2.351,2.329,10,9.580
147998,0.066,2.351,2.417,10,9.668
148008,0.044,2.791,2.834,10,9.668
148018,0.022,2.505,2.527,10,9.668
148028,0.022,2.439,2.461,10,9.668
148038,0.044,2.769,2.813,10,9.668
148048,0.044,2.373,2.417,10,9.668
148058,0.000,2.285,2.285,10,9.668
148068,0.022,2.417,2.439,10,9.580
148078,0.044,2.571,2.615,10,9.668
148088,0.022,2.659,2.681,10,9.580
148098,-0.022,2.395,2.373,10,9.668
148108,0.088,2.813,2.900,10,9.668
148118,-0.044,2.615,2.571,10,9.668
148128,0.088,2.856,2.944,10,9.580
148138,-0.044,2.747,2.703,10,9.668
148148,0.022,2.571,2.593,10,9.668
148158,0.000,2.263,2.263,10,9.668
148168,0.044,2.461,2.505,10,9.580
148178,-0.022,2.527,2.505,10,9.580
148188,0.000,2.461,2.461,10,9.668
148198,0.000,2.527,2.527,10,9.668
148208,-0.044,2.219,2.175,10,9.580
148218,-0.044,2.747,2.703,10,9.668
148228,-0.066,2.549,2.483,10,9.668
148238,-0.044,2.439,2.395,10,9.668
148248,0.000,2.087,2.087,10,9.668
148258,-0.044,2.461,2.417,10,9.668
148268,-0.022,2.285,2.263,10,9.668
148278,-0.022,2.373,2.351,10,9.668
148288,-0.022,1.846,1.824,10,9.580
148298,0.000,2.725,2.725,10,9.668
148308,0.022,2.527,2.549,10,9.668
148318,0.000,2.417,2.417,10,9.668
148328,-0.044,2.747,2.703,10,9.668
148338,-0.044,2.065,2.021,10,9.668
148348,-0.066,2.527,2.461,10,9.668
148358,-0.022,2.131,2.109,10,9.668
148368,-0.022,2.439,2.417,10,9.668
148378,-0.022,2.483,2.461,10,9.668
148388,-0.022,2.725,2.703,10,9.668
148398,-0.044,3.318,3.274,10,9.668
148408,-0.022,2.153,2.131,10,9.580
148418,0.022,2.263,2.285,10,9.668
148428,0.000,2.043,2.043,10,9.668
148438,-0.022,2.505,2.483,10,9.668
148448,-0.044,2.263,2.219,10,9.668
148458,-0.066,2.087,2.021,10,9.668
148468,-0.044,2.813,2.769,10,9.580
148478,-0.022,2.747,2.725,10,9.668
148488,-0.022,2.703,2.681,10,9.668
148498,-0.044,2.329,2.285,10,9.668
148508,-0.022,2.351,2.329,10,9.668
148518,0.000,2.659,2.659,10,9.668
148528,-0.066,2.703,2.637,10,9.668
148538,-0.088,2.000,1.912,10,9.580
148548,-0.044,2.219,2.175,10,9.668
148558,-0.110,2.439,2.329,10,9.668
148568,0.000,2.659,2.659,10,9.668
148578,-0.066,2.395,2.329,10,9.580
148588,0.000,2.505,2.505,10,9.580
148598,-0.044,2.285,2.241,10,9.668
148608,-0.066,2.878,2.813,10,9.668
148618,-0.088,2.285,2.197,10,9.580
148628,-0.022,2.813,2.791,10,9.668
148638,0.000,2.878,2.878,10,9.668
148648,-0.110,2.637,2.527,10,9.668
148658,-0.022,2.109,2.087,10,9.668
148668,-0.110,2.417,2.307,10,9.668
148678,-0.044,2.461,2.417,10,9.668
148688,-0.022,2.131,2.109,10,9.668
148698,0.000,2.285,2.285,10,9.580
148708,-0.088,2.637,2.549,10,9.668
148718,-0.066,3.142,3.076,10,9.668
148728,-0.022,2.241,2.219,10,9.668
148738,-0.066,2.285,2.219,10,9.668
148748,0.022,2.351,2.373,10,9.668
148758,-0.066,2.615,2.549,10,9.668
148768,-0.110,2.900,2.791,10,9.668
148778,-0.066,2.769,2.703,10,9.668
148788,0.022,2.944,2.966,10,9.668
148798,-0.044,2.109,2.065,10,9.668
148808,-0.066,2.637,2.571,10,9.668
148818,-0.022,2.461,2.439,10,9.668
148828,-0.088,2.021,1.934,10,9.668
148838,-0.022,2.571,2.549,10,9.668
148848,-0.022,2.549,2.527,10,9.668
148858,-0.044,2.109,2.065,10,9.668
148868,-0.066,2.329,2.263,10,9.668
148878,0.000,2.395,2.395,10,9.668
148888,-0.066,2.637,2.571,10,9.668
148898,0.000,2.834,2.834,10,9.668
148908,0.000,2.505,2.505,10,9.580
148918,-0.066,2.747,2.681,10,9.668
148928,-0.044,2.856,2.813,10,9.668
148938,0.000,2.351,2.351,10,9.580
148948,-0.088,2.571,2.483,10,9.668
148958,-0.022,2.439,2.417,10,9.668
148968,-0.066,2.373,2.307,10,9.668
148978,-0.110,2.593,2.483,10,9.580
148988,-0.066,2.725,2.659,10,9.668
148998,0.000,2.175,2.175,10,9.580
149008,-0.022,1.956,1.934,10,9.668
149018,0.000,2.439,2.439,10,9.668
149028,0.000,2.307,2.307,10,9.668
149038,-0.022,2.593,2.571,10,9.668
149048,-0.044,2.241,2.197,10,9.668
149058,-0.110,2.219,2.109,10,9.668
149068,-0.044,2.571,2.527,10,9.668
149078,0.000,2.285,2.285,10,9.668
149088,-0.022,2.813,2.791,10,9.580
149098,0.000,2.681,2.681,10,9.668
149108,-0.022,2.153,2.131,10,9.668
149118,-0.022,2.703,2.681,10,9.668
149128,0.022,2.615,2.637,10,9.668
149138,-0.044,2.593,2.549,10,9.668
149148,-0.022,2.329,2.307,10,9.668
149158,-0.088,2.417,2.329,10,9.668
149168,0.022,2.285,2.307,10,9.668
149178,0.000,2.175,2.175,10,9.668
149188,-0.066,2.417,2.351,10,9.668
149198,0.044,2.373,2.417,10,9.668
149208,-0.110,2.285,2.175,10,9.668
149218,0.000,2.087,2.087,10,9.668
149228,0.022,2.483,2.505,10,9.668
149238,-0.022,2.285,2.263,10,9.580
149248,-0.066,2.703,2.637,10,9.668
149258,-0.022,2.725,2.703,10,9.668
149268,-0.044,2.351,2.307,10,9.580
149278,0.044,2.461,2.505,10,9.668
149288,-0.022,2.571,2.549,10,9.668
149298,0.000,2.417,2.417,10,9.668
149308,0.022,2.834,2.856,10,9.668
149318,-0.066,2.725,2.659,10,9.668
149328,0.000,2.505,2.505,10,9.580
149338,-0.022,2.549,2.527,10,9.580
149348,0.044,2.549,2.593,10,9.668
149358,-0.044,2.329,2.285,10,9.668
149368,0.000,2.219,2.219,10,9.668
149378,0.088,2.307,2.395,10,9.668
149388,0.000,2.439,2.439,10,9.580
149398,0.022,2.922,2.944,10,9.580
149408,-0.044,2.659,2.615,10,9.668
149418,0.000,2.395,2.395,10,9.668
